--- SIMPLEX EMULATOR MEMORY DUMP ---
Address    Hex Value  (Decimal)
[0842]    00000000   (0)
[0843]    00000000   (0)
[0844]    00000000   (0)
[0845]    00000000   (0)
[0846]    00000000   (0)
[0847]    00000000   (0)
[0848]    00000000   (0)
[0849]    00000000   (0)
[084A]    00000000   (0)
[084B]    00000000   (0)
[084C]    00000000   (0)
[084D]    00000000   (0)
[084E]    00000000   (0)
[084F]    00000000   (0)
[0850]    00000000   (0)
[0851]    00000000   (0)
[0852]    00000000   (0)
[0853]    00000000   (0)
[0854]    00000000   (0)
[0855]    00000000   (0)
[0856]    00000000   (0)
[0857]    00000000   (0)
[0858]    00000000   (0)
[0859]    00000000   (0)
[085A]    00000000   (0)
[085B]    00000000   (0)
[085C]    00000000   (0)
[085D]    00000000   (0)
[085E]    00000000   (0)
[085F]    00000000   (0)
[0860]    00000000   (0)
[0861]    00000000   (0)
[0862]    00000000   (0)
[0863]    00000000   (0)
[0864]    00000000   (0)
[0865]    00000000   (0)
[0866]    00000000   (0)
[0867]    00000000   (0)
[0868]    00000000   (0)
[0869]    00000000   (0)
[086A]    00000000   (0)
[086B]    00000000   (0)
[086C]    00000000   (0)
[086D]    00000000   (0)
[086E]    00000000   (0)
[086F]    00000000   (0)
[0870]    00000000   (0)
[0871]    00000000   (0)
[0872]    00000000   (0)
[0873]    00000000   (0)
[0874]    00000000   (0)
[0875]    00000000   (0)
[0876]    00000000   (0)
[0877]    00000000   (0)
[0878]    00000000   (0)
[0879]    00000000   (0)
[087A]    00000000   (0)
[087B]    00000000   (0)
[087C]    00000000   (0)
[087D]    00000000   (0)
[087E]    00000000   (0)
[087F]    00000000   (0)
[0880]    00000000   (0)
[0881]    00000000   (0)
[0882]    00000000   (0)
[0883]    00000000   (0)
[0884]    00000000   (0)
[0885]    00000000   (0)
[0886]    00000000   (0)
[0887]    00000000   (0)
[0888]    00000000   (0)
[0889]    00000000   (0)
[088A]    00000000   (0)
[088B]    00000000   (0)
[088C]    00000000   (0)
[088D]    00000000   (0)
[088E]    00000000   (0)
[088F]    00000000   (0)
[0890]    00000000   (0)
[0891]    00000000   (0)
[0892]    00000000   (0)
[0893]    00000000   (0)
[0894]    00000000   (0)
[0895]    00000000   (0)
[0896]    00000000   (0)
[0897]    00000000   (0)
[0898]    00000000   (0)
[0899]    00000000   (0)
[089A]    00000000   (0)
[089B]    00000000   (0)
[089C]    00000000   (0)
[089D]    00000000   (0)
[089E]    00000000   (0)
[089F]    00000000   (0)
[08A0]    00000000   (0)
[08A1]    00000000   (0)
[08A2]    00000000   (0)
[08A3]    00000000   (0)
[08A4]    00000000   (0)
[08A5]    00000000   (0)
[08A6]    00000000   (0)
[08A7]    00000000   (0)
[08A8]    00000000   (0)
[08A9]    00000000   (0)
[08AA]    00000000   (0)
[08AB]    00000000   (0)
[08AC]    00000000   (0)
[08AD]    00000000   (0)
[08AE]    00000000   (0)
[08AF]    00000000   (0)
[08B0]    00000000   (0)
[08B1]    00000000   (0)
[08B2]    00000000   (0)
[08B3]    00000000   (0)
[08B4]    00000000   (0)
[08B5]    00000000   (0)
[08B6]    00000000   (0)
[08B7]    00000000   (0)
[08B8]    00000000   (0)
[08B9]    00000000   (0)
[08BA]    00000000   (0)
[08BB]    00000000   (0)
[08BC]    00000000   (0)
[08BD]    00000000   (0)
[08BE]    00000000   (0)
[08BF]    00000000   (0)
[08C0]    00000000   (0)
[08C1]    00000000   (0)
[08C2]    00000000   (0)
[08C3]    00000000   (0)
[08C4]    00000000   (0)
[08C5]    00000000   (0)
[08C6]    00000000   (0)
[08C7]    00000000   (0)
[08C8]    00000000   (0)
[08C9]    00000000   (0)
[08CA]    00000000   (0)
[08CB]    00000000   (0)
[08CC]    00000000   (0)
[08CD]    00000000   (0)
[08CE]    00000000   (0)
[08CF]    00000000   (0)
[08D0]    00000000   (0)
[08D1]    00000000   (0)
[08D2]    00000000   (0)
[08D3]    00000000   (0)
[08D4]    00000000   (0)
[08D5]    00000000   (0)
[08D6]    00000000   (0)
[08D7]    00000000   (0)
[08D8]    00000000   (0)
[08D9]    00000000   (0)
[08DA]    00000000   (0)
[08DB]    00000000   (0)
[08DC]    00000000   (0)
[08DD]    00000000   (0)
[08DE]    00000000   (0)
[08DF]    00000000   (0)
[08E0]    00000000   (0)
[08E1]    00000000   (0)
[08E2]    00000000   (0)
[08E3]    00000000   (0)
[08E4]    00000000   (0)
[08E5]    00000000   (0)
[08E6]    00000000   (0)
[08E7]    00000000   (0)
[08E8]    00000000   (0)
[08E9]    00000000   (0)
[08EA]    00000000   (0)
[08EB]    00000000   (0)
[08EC]    00000000   (0)
[08ED]    00000000   (0)
[08EE]    00000000   (0)
[08EF]    00000000   (0)
[08F0]    00000000   (0)
[08F1]    00000000   (0)
[08F2]    00000000   (0)
[08F3]    00000000   (0)
[08F4]    00000000   (0)
[08F5]    00000000   (0)
[08F6]    00000000   (0)
[08F7]    00000000   (0)
[08F8]    00000000   (0)
[08F9]    00000000   (0)
[08FA]    00000000   (0)
[08FB]    00000000   (0)
[08FC]    00000000   (0)
[08FD]    00000000   (0)
[08FE]    00000000   (0)
[08FF]    00000000   (0)
[0900]    00000000   (0)
[0901]    00000000   (0)
[0902]    00000000   (0)
[0903]    00000000   (0)
[0904]    00000000   (0)
[0905]    00000000   (0)
[0906]    00000000   (0)
[0907]    00000000   (0)
[0908]    00000000   (0)
[0909]    00000000   (0)
[090A]    00000000   (0)
[090B]    00000000   (0)
[090C]    00000000   (0)
[090D]    00000000   (0)
[090E]    00000000   (0)
[090F]    00000000   (0)
[0910]    00000000   (0)
[0911]    00000000   (0)
[0912]    00000000   (0)
[0913]    00000000   (0)
[0914]    00000000   (0)
[0915]    00000000   (0)
[0916]    00000000   (0)
[0917]    00000000   (0)
[0918]    00000000   (0)
[0919]    00000000   (0)
[091A]    00000000   (0)
[091B]    00000000   (0)
[091C]    00000000   (0)
[091D]    00000000   (0)
[091E]    00000000   (0)
[091F]    00000000   (0)
[0920]    00000000   (0)
[0921]    00000000   (0)
[0922]    00000000   (0)
[0923]    00000000   (0)
[0924]    00000000   (0)
[0925]    00000000   (0)
[0926]    00000000   (0)
[0927]    00000000   (0)
[0928]    00000000   (0)
[0929]    00000000   (0)
[092A]    00000000   (0)
[092B]    00000000   (0)
[092C]    00000000   (0)
[092D]    00000000   (0)
[092E]    00000000   (0)
[092F]    00000000   (0)
[0930]    00000000   (0)
[0931]    00000000   (0)
[0932]    00000000   (0)
[0933]    00000000   (0)
[0934]    00000000   (0)
[0935]    00000000   (0)
[0936]    00000000   (0)
[0937]    00000000   (0)
[0938]    00000000   (0)
[0939]    00000000   (0)
[093A]    00000000   (0)
[093B]    00000000   (0)
[093C]    00000000   (0)
[093D]    00000000   (0)
[093E]    00000000   (0)
[093F]    00000000   (0)
[0940]    00000000   (0)
[0941]    00000000   (0)
[0942]    00000000   (0)
[0943]    00000000   (0)
[0944]    00000000   (0)
[0945]    00000000   (0)
[0946]    00000000   (0)
[0947]    00000000   (0)
[0948]    00000000   (0)
[0949]    00000000   (0)
[094A]    00000000   (0)
[094B]    00000000   (0)
[094C]    00000000   (0)
[094D]    00000000   (0)
[094E]    00000000   (0)
[094F]    00000000   (0)
[0950]    00000000   (0)
[0951]    00000000   (0)
[0952]    00000000   (0)
[0953]    00000000   (0)
[0954]    00000000   (0)
[0955]    00000000   (0)
[0956]    00000000   (0)
[0957]    00000000   (0)
[0958]    00000000   (0)
[0959]    00000000   (0)
[095A]    00000000   (0)
[095B]    00000000   (0)
[095C]    00000000   (0)
[095D]    00000000   (0)
[095E]    00000000   (0)
[095F]    00000000   (0)
[0960]    00000000   (0)
[0961]    00000000   (0)
[0962]    00000000   (0)
[0963]    00000000   (0)
[0964]    00000000   (0)
[0965]    00000000   (0)
[0966]    00000000   (0)
[0967]    00000000   (0)
[0968]    00000000   (0)
[0969]    00000000   (0)
[096A]    00000000   (0)
[096B]    00000000   (0)
[096C]    00000000   (0)
[096D]    00000000   (0)
[096E]    00000000   (0)
[096F]    00000000   (0)
[0970]    00000000   (0)
[0971]    00000000   (0)
[0972]    00000000   (0)
[0973]    00000000   (0)
[0974]    00000000   (0)
[0975]    00000000   (0)
[0976]    00000000   (0)
[0977]    00000000   (0)
[0978]    00000000   (0)
[0979]    00000000   (0)
[097A]    00000000   (0)
[097B]    00000000   (0)
[097C]    00000000   (0)
[097D]    00000000   (0)
[097E]    00000000   (0)
[097F]    00000000   (0)
[0980]    00000000   (0)
[0981]    00000000   (0)
[0982]    00000000   (0)
[0983]    00000000   (0)
[0984]    00000000   (0)
[0985]    00000000   (0)
[0986]    00000000   (0)
[0987]    00000000   (0)
[0988]    00000000   (0)
[0989]    00000000   (0)
[098A]    00000000   (0)
[098B]    00000000   (0)
[098C]    00000000   (0)
[098D]    00000000   (0)
[098E]    00000000   (0)
[098F]    00000000   (0)
[0990]    00000000   (0)
[0991]    00000000   (0)
[0992]    00000000   (0)
[0993]    00000000   (0)
[0994]    00000000   (0)
[0995]    00000000   (0)
[0996]    00000000   (0)
[0997]    00000000   (0)
[0998]    00000000   (0)
[0999]    00000000   (0)
[099A]    00000000   (0)
[099B]    00000000   (0)
[099C]    00000000   (0)
[099D]    00000000   (0)
[099E]    00000000   (0)
[099F]    00000000   (0)
[09A0]    00000000   (0)
[09A1]    00000000   (0)
[09A2]    00000000   (0)
[09A3]    00000000   (0)
[09A4]    00000000   (0)
[09A5]    00000000   (0)
[09A6]    00000000   (0)
[09A7]    00000000   (0)
[09A8]    00000000   (0)
[09A9]    00000000   (0)
[09AA]    00000000   (0)
[09AB]    00000000   (0)
[09AC]    00000000   (0)
[09AD]    00000000   (0)
[09AE]    00000000   (0)
[09AF]    00000000   (0)
[09B0]    00000000   (0)
[09B1]    00000000   (0)
[09B2]    00000000   (0)
[09B3]    00000000   (0)
[09B4]    00000000   (0)
[09B5]    00000000   (0)
[09B6]    00000000   (0)
[09B7]    00000000   (0)
[09B8]    00000000   (0)
[09B9]    00000000   (0)
[09BA]    00000000   (0)
[09BB]    00000000   (0)
[09BC]    00000000   (0)
[09BD]    00000000   (0)
[09BE]    00000000   (0)
[09BF]    00000000   (0)
[09C0]    00000000   (0)
[09C1]    00000000   (0)
[09C2]    00000000   (0)
[09C3]    00000000   (0)
[09C4]    00000000   (0)
[09C5]    00000000   (0)
[09C6]    00000000   (0)
[09C7]    00000000   (0)
[09C8]    00000000   (0)
[09C9]    00000000   (0)
[09CA]    00000000   (0)
[09CB]    00000000   (0)
[09CC]    00000000   (0)
[09CD]    00000000   (0)
[09CE]    00000000   (0)
[09CF]    00000000   (0)
[09D0]    00000000   (0)
[09D1]    00000000   (0)
[09D2]    00000000   (0)
[09D3]    00000000   (0)
[09D4]    00000000   (0)
[09D5]    00000000   (0)
[09D6]    00000000   (0)
[09D7]    00000000   (0)
[09D8]    00000000   (0)
[09D9]    00000000   (0)
[09DA]    00000000   (0)
[09DB]    00000000   (0)
[09DC]    00000000   (0)
[09DD]    00000000   (0)
[09DE]    00000000   (0)
[09DF]    00000000   (0)
[09E0]    00000000   (0)
[09E1]    00000000   (0)
[09E2]    00000000   (0)
[09E3]    00000000   (0)
[09E4]    00000000   (0)
[09E5]    00000000   (0)
[09E6]    00000000   (0)
[09E7]    00000000   (0)
[09E8]    00000000   (0)
[09E9]    00000000   (0)
[09EA]    00000000   (0)
[09EB]    00000000   (0)
[09EC]    00000000   (0)
[09ED]    00000000   (0)
[09EE]    00000000   (0)
[09EF]    00000000   (0)
[09F0]    00000000   (0)
[09F1]    00000000   (0)
[09F2]    00000000   (0)
[09F3]    00000000   (0)
[09F4]    00000000   (0)
[09F5]    00000000   (0)
[09F6]    00000000   (0)
[09F7]    00000000   (0)
[09F8]    00000000   (0)
[09F9]    00000000   (0)
[09FA]    00000000   (0)
[09FB]    00000000   (0)
[09FC]    00000000   (0)
[09FD]    00000000   (0)
[09FE]    00000000   (0)
[09FF]    00000000   (0)
[0A00]    00000000   (0)
[0A01]    00000000   (0)
[0A02]    00000000   (0)
[0A03]    00000000   (0)
[0A04]    00000000   (0)
[0A05]    00000000   (0)
[0A06]    00000000   (0)
[0A07]    00000000   (0)
[0A08]    00000000   (0)
[0A09]    00000000   (0)
[0A0A]    00000000   (0)
[0A0B]    00000000   (0)
[0A0C]    00000000   (0)
[0A0D]    00000000   (0)
[0A0E]    00000000   (0)
[0A0F]    00000000   (0)
[0A10]    00000000   (0)
[0A11]    00000000   (0)
[0A12]    00000000   (0)
[0A13]    00000000   (0)
[0A14]    00000000   (0)
[0A15]    00000000   (0)
[0A16]    00000000   (0)
[0A17]    00000000   (0)
[0A18]    00000000   (0)
[0A19]    00000000   (0)
[0A1A]    00000000   (0)
[0A1B]    00000000   (0)
[0A1C]    00000000   (0)
[0A1D]    00000000   (0)
[0A1E]    00000000   (0)
[0A1F]    00000000   (0)
[0A20]    00000000   (0)
[0A21]    00000000   (0)
[0A22]    00000000   (0)
[0A23]    00000000   (0)
[0A24]    00000000   (0)
[0A25]    00000000   (0)
[0A26]    00000000   (0)
[0A27]    00000000   (0)
[0A28]    00000000   (0)
[0A29]    00000000   (0)
[0A2A]    00000000   (0)
[0A2B]    00000000   (0)
[0A2C]    00000000   (0)
[0A2D]    00000000   (0)
[0A2E]    00000000   (0)
[0A2F]    00000000   (0)
[0A30]    00000000   (0)
[0A31]    00000000   (0)
[0A32]    00000000   (0)
[0A33]    00000000   (0)
[0A34]    00000000   (0)
[0A35]    00000000   (0)
[0A36]    00000000   (0)
[0A37]    00000000   (0)
[0A38]    00000000   (0)
[0A39]    00000000   (0)
[0A3A]    00000000   (0)
[0A3B]    00000000   (0)
[0A3C]    00000000   (0)
[0A3D]    00000000   (0)
[0A3E]    00000000   (0)
[0A3F]    00000000   (0)
[0A40]    00000000   (0)
[0A41]    00000000   (0)
[0A42]    00000000   (0)
[0A43]    00000000   (0)
[0A44]    00000000   (0)
[0A45]    00000000   (0)
[0A46]    00000000   (0)
[0A47]    00000000   (0)
[0A48]    00000000   (0)
[0A49]    00000000   (0)
[0A4A]    00000000   (0)
[0A4B]    00000000   (0)
[0A4C]    00000000   (0)
[0A4D]    00000000   (0)
[0A4E]    00000000   (0)
[0A4F]    00000000   (0)
[0A50]    00000000   (0)
[0A51]    00000000   (0)
[0A52]    00000000   (0)
[0A53]    00000000   (0)
[0A54]    00000000   (0)
[0A55]    00000000   (0)
[0A56]    00000000   (0)
[0A57]    00000000   (0)
[0A58]    00000000   (0)
[0A59]    00000000   (0)
[0A5A]    00000000   (0)
[0A5B]    00000000   (0)
[0A5C]    00000000   (0)
[0A5D]    00000000   (0)
[0A5E]    00000000   (0)
[0A5F]    00000000   (0)
[0A60]    00000000   (0)
[0A61]    00000000   (0)
[0A62]    00000000   (0)
[0A63]    00000000   (0)
[0A64]    00000000   (0)
[0A65]    00000000   (0)
[0A66]    00000000   (0)
[0A67]    00000000   (0)
[0A68]    00000000   (0)
[0A69]    00000000   (0)
[0A6A]    00000000   (0)
[0A6B]    00000000   (0)
[0A6C]    00000000   (0)
[0A6D]    00000000   (0)
[0A6E]    00000000   (0)
[0A6F]    00000000   (0)
[0A70]    00000000   (0)
[0A71]    00000000   (0)
[0A72]    00000000   (0)
[0A73]    00000000   (0)
[0A74]    00000000   (0)
[0A75]    00000000   (0)
[0A76]    00000000   (0)
[0A77]    00000000   (0)
[0A78]    00000000   (0)
[0A79]    00000000   (0)
[0A7A]    00000000   (0)
[0A7B]    00000000   (0)
[0A7C]    00000000   (0)
[0A7D]    00000000   (0)
[0A7E]    00000000   (0)
[0A7F]    00000000   (0)
[0A80]    00000000   (0)
[0A81]    00000000   (0)
[0A82]    00000000   (0)
[0A83]    00000000   (0)
[0A84]    00000000   (0)
[0A85]    00000000   (0)
[0A86]    00000000   (0)
[0A87]    00000000   (0)
[0A88]    00000000   (0)
[0A89]    00000000   (0)
[0A8A]    00000000   (0)
[0A8B]    00000000   (0)
[0A8C]    00000000   (0)
[0A8D]    00000000   (0)
[0A8E]    00000000   (0)
[0A8F]    00000000   (0)
[0A90]    00000000   (0)
[0A91]    00000000   (0)
[0A92]    00000000   (0)
[0A93]    00000000   (0)
[0A94]    00000000   (0)
[0A95]    00000000   (0)
[0A96]    00000000   (0)
[0A97]    00000000   (0)
[0A98]    00000000   (0)
[0A99]    00000000   (0)
[0A9A]    00000000   (0)
[0A9B]    00000000   (0)
[0A9C]    00000000   (0)
[0A9D]    00000000   (0)
[0A9E]    00000000   (0)
[0A9F]    00000000   (0)
[0AA0]    00000000   (0)
[0AA1]    00000000   (0)
[0AA2]    00000000   (0)
[0AA3]    00000000   (0)
[0AA4]    00000000   (0)
[0AA5]    00000000   (0)
[0AA6]    00000000   (0)
[0AA7]    00000000   (0)
[0AA8]    00000000   (0)
[0AA9]    00000000   (0)
[0AAA]    00000000   (0)
[0AAB]    00000000   (0)
[0AAC]    00000000   (0)
[0AAD]    00000000   (0)
[0AAE]    00000000   (0)
[0AAF]    00000000   (0)
[0AB0]    00000000   (0)
[0AB1]    00000000   (0)
[0AB2]    00000000   (0)
[0AB3]    00000000   (0)
[0AB4]    00000000   (0)
[0AB5]    00000000   (0)
[0AB6]    00000000   (0)
[0AB7]    00000000   (0)
[0AB8]    00000000   (0)
[0AB9]    00000000   (0)
[0ABA]    00000000   (0)
[0ABB]    00000000   (0)
[0ABC]    00000000   (0)
[0ABD]    00000000   (0)
[0ABE]    00000000   (0)
[0ABF]    00000000   (0)
[0AC0]    00000000   (0)
[0AC1]    00000000   (0)
[0AC2]    00000000   (0)
[0AC3]    00000000   (0)
[0AC4]    00000000   (0)
[0AC5]    00000000   (0)
[0AC6]    00000000   (0)
[0AC7]    00000000   (0)
[0AC8]    00000000   (0)
[0AC9]    00000000   (0)
[0ACA]    00000000   (0)
[0ACB]    00000000   (0)
[0ACC]    00000000   (0)
[0ACD]    00000000   (0)
[0ACE]    00000000   (0)
[0ACF]    00000000   (0)
[0AD0]    00000000   (0)
[0AD1]    00000000   (0)
[0AD2]    00000000   (0)
[0AD3]    00000000   (0)
[0AD4]    00000000   (0)
[0AD5]    00000000   (0)
[0AD6]    00000000   (0)
[0AD7]    00000000   (0)
[0AD8]    00000000   (0)
[0AD9]    00000000   (0)
[0ADA]    00000000   (0)
[0ADB]    00000000   (0)
[0ADC]    00000000   (0)
[0ADD]    00000000   (0)
[0ADE]    00000000   (0)
[0ADF]    00000000   (0)
[0AE0]    00000000   (0)
[0AE1]    00000000   (0)
[0AE2]    00000000   (0)
[0AE3]    00000000   (0)
[0AE4]    00000000   (0)
[0AE5]    00000000   (0)
[0AE6]    00000000   (0)
[0AE7]    00000000   (0)
[0AE8]    00000000   (0)
[0AE9]    00000000   (0)
[0AEA]    00000000   (0)
[0AEB]    00000000   (0)
[0AEC]    00000000   (0)
[0AED]    00000000   (0)
[0AEE]    00000000   (0)
[0AEF]    00000000   (0)
[0AF0]    00000000   (0)
[0AF1]    00000000   (0)
[0AF2]    00000000   (0)
[0AF3]    00000000   (0)
[0AF4]    00000000   (0)
[0AF5]    00000000   (0)
[0AF6]    00000000   (0)
[0AF7]    00000000   (0)
[0AF8]    00000000   (0)
[0AF9]    00000000   (0)
[0AFA]    00000000   (0)
[0AFB]    00000000   (0)
[0AFC]    00000000   (0)
[0AFD]    00000000   (0)
[0AFE]    00000000   (0)
[0AFF]    00000000   (0)
[0B00]    00000000   (0)
[0B01]    00000000   (0)
[0B02]    00000000   (0)
[0B03]    00000000   (0)
[0B04]    00000000   (0)
[0B05]    00000000   (0)
[0B06]    00000000   (0)
[0B07]    00000000   (0)
[0B08]    00000000   (0)
[0B09]    00000000   (0)
[0B0A]    00000000   (0)
[0B0B]    00000000   (0)
[0B0C]    00000000   (0)
[0B0D]    00000000   (0)
[0B0E]    00000000   (0)
[0B0F]    00000000   (0)
[0B10]    00000000   (0)
[0B11]    00000000   (0)
[0B12]    00000000   (0)
[0B13]    00000000   (0)
[0B14]    00000000   (0)
[0B15]    00000000   (0)
[0B16]    00000000   (0)
[0B17]    00000000   (0)
[0B18]    00000000   (0)
[0B19]    00000000   (0)
[0B1A]    00000000   (0)
[0B1B]    00000000   (0)
[0B1C]    00000000   (0)
[0B1D]    00000000   (0)
[0B1E]    00000000   (0)
[0B1F]    00000000   (0)
[0B20]    00000000   (0)
[0B21]    00000000   (0)
[0B22]    00000000   (0)
[0B23]    00000000   (0)
[0B24]    00000000   (0)
[0B25]    00000000   (0)
[0B26]    00000000   (0)
[0B27]    00000000   (0)
[0B28]    00000000   (0)
[0B29]    00000000   (0)
[0B2A]    00000000   (0)
[0B2B]    00000000   (0)
[0B2C]    00000000   (0)
[0B2D]    00000000   (0)
[0B2E]    00000000   (0)
[0B2F]    00000000   (0)
[0B30]    00000000   (0)
[0B31]    00000000   (0)
[0B32]    00000000   (0)
[0B33]    00000000   (0)
[0B34]    00000000   (0)
[0B35]    00000000   (0)
[0B36]    00000000   (0)
[0B37]    00000000   (0)
[0B38]    00000000   (0)
[0B39]    00000000   (0)
[0B3A]    00000000   (0)
[0B3B]    00000000   (0)
[0B3C]    00000000   (0)
[0B3D]    00000000   (0)
[0B3E]    00000000   (0)
[0B3F]    00000000   (0)
[0B40]    00000000   (0)
[0B41]    00000000   (0)
[0B42]    00000000   (0)
[0B43]    00000000   (0)
[0B44]    00000000   (0)
[0B45]    00000000   (0)
[0B46]    00000000   (0)
[0B47]    00000000   (0)
[0B48]    00000000   (0)
[0B49]    00000000   (0)
[0B4A]    00000000   (0)
[0B4B]    00000000   (0)
[0B4C]    00000000   (0)
[0B4D]    00000000   (0)
[0B4E]    00000000   (0)
[0B4F]    00000000   (0)
[0B50]    00000000   (0)
[0B51]    00000000   (0)
[0B52]    00000000   (0)
[0B53]    00000000   (0)
[0B54]    00000000   (0)
[0B55]    00000000   (0)
[0B56]    00000000   (0)
[0B57]    00000000   (0)
[0B58]    00000000   (0)
[0B59]    00000000   (0)
[0B5A]    00000000   (0)
[0B5B]    00000000   (0)
[0B5C]    00000000   (0)
[0B5D]    00000000   (0)
[0B5E]    00000000   (0)
[0B5F]    00000000   (0)
[0B60]    00000000   (0)
[0B61]    00000000   (0)
[0B62]    00000000   (0)
[0B63]    00000000   (0)
[0B64]    00000000   (0)
[0B65]    00000000   (0)
[0B66]    00000000   (0)
[0B67]    00000000   (0)
[0B68]    00000000   (0)
[0B69]    00000000   (0)
[0B6A]    00000000   (0)
[0B6B]    00000000   (0)
[0B6C]    00000000   (0)
[0B6D]    00000000   (0)
[0B6E]    00000000   (0)
[0B6F]    00000000   (0)
[0B70]    00000000   (0)
[0B71]    00000000   (0)
[0B72]    00000000   (0)
[0B73]    00000000   (0)
[0B74]    00000000   (0)
[0B75]    00000000   (0)
[0B76]    00000000   (0)
[0B77]    00000000   (0)
[0B78]    00000000   (0)
[0B79]    00000000   (0)
[0B7A]    00000000   (0)
[0B7B]    00000000   (0)
[0B7C]    00000000   (0)
[0B7D]    00000000   (0)
[0B7E]    00000000   (0)
[0B7F]    00000000   (0)
[0B80]    00000000   (0)
[0B81]    00000000   (0)
[0B82]    00000000   (0)
[0B83]    00000000   (0)
[0B84]    00000000   (0)
[0B85]    00000000   (0)
[0B86]    00000000   (0)
[0B87]    00000000   (0)
[0B88]    00000000   (0)
[0B89]    00000000   (0)
[0B8A]    00000000   (0)
[0B8B]    00000000   (0)
[0B8C]    00000000   (0)
[0B8D]    00000000   (0)
[0B8E]    00000000   (0)
[0B8F]    00000000   (0)
[0B90]    00000000   (0)
[0B91]    00000000   (0)
[0B92]    00000000   (0)
[0B93]    00000000   (0)
[0B94]    00000000   (0)
[0B95]    00000000   (0)
[0B96]    00000000   (0)
[0B97]    00000000   (0)
[0B98]    00000000   (0)
[0B99]    00000000   (0)
[0B9A]    00000000   (0)
[0B9B]    00000000   (0)
[0B9C]    00000000   (0)
[0B9D]    00000000   (0)
[0B9E]    00000000   (0)
[0B9F]    00000000   (0)
[0BA0]    00000000   (0)
[0BA1]    00000000   (0)
[0BA2]    00000000   (0)
[0BA3]    00000000   (0)
[0BA4]    00000000   (0)
[0BA5]    00000000   (0)
[0BA6]    00000000   (0)
[0BA7]    00000000   (0)
[0BA8]    00000000   (0)
[0BA9]    00000000   (0)
[0BAA]    00000000   (0)
[0BAB]    00000000   (0)
[0BAC]    00000000   (0)
[0BAD]    00000000   (0)
[0BAE]    00000000   (0)
[0BAF]    00000000   (0)
[0BB0]    00000000   (0)
[0BB1]    00000000   (0)
[0BB2]    00000000   (0)
[0BB3]    00000000   (0)
[0BB4]    00000000   (0)
[0BB5]    00000000   (0)
[0BB6]    00000000   (0)
[0BB7]    00000000   (0)
[0BB8]    00000000   (0)
[0BB9]    00000000   (0)
[0BBA]    00000000   (0)
[0BBB]    00000000   (0)
[0BBC]    00000000   (0)
[0BBD]    00000000   (0)
[0BBE]    00000000   (0)
[0BBF]    00000000   (0)
[0BC0]    00000000   (0)
[0BC1]    00000000   (0)
[0BC2]    00000000   (0)
[0BC3]    00000000   (0)
[0BC4]    00000000   (0)
[0BC5]    00000000   (0)
[0BC6]    00000000   (0)
[0BC7]    00000000   (0)
[0BC8]    00000000   (0)
[0BC9]    00000000   (0)
[0BCA]    00000000   (0)
[0BCB]    00000000   (0)
[0BCC]    00000000   (0)
[0BCD]    00000000   (0)
[0BCE]    00000000   (0)
[0BCF]    00000000   (0)
[0BD0]    00000000   (0)
[0BD1]    00000000   (0)
[0BD2]    00000000   (0)
[0BD3]    00000000   (0)
[0BD4]    00000000   (0)
[0BD5]    00000000   (0)
[0BD6]    00000000   (0)
[0BD7]    00000000   (0)
[0BD8]    00000000   (0)
[0BD9]    00000000   (0)
[0BDA]    00000000   (0)
[0BDB]    00000000   (0)
[0BDC]    00000000   (0)
[0BDD]    00000000   (0)
[0BDE]    00000000   (0)
[0BDF]    00000000   (0)
[0BE0]    00000000   (0)
[0BE1]    00000000   (0)
[0BE2]    00000000   (0)
[0BE3]    00000000   (0)
[0BE4]    00000000   (0)
[0BE5]    00000000   (0)
[0BE6]    00000000   (0)
[0BE7]    00000000   (0)
[0BE8]    00000000   (0)
[0BE9]    00000000   (0)
[0BEA]    00000000   (0)
[0BEB]    00000000   (0)
[0BEC]    00000000   (0)
[0BED]    00000000   (0)
[0BEE]    00000000   (0)
[0BEF]    00000000   (0)
[0BF0]    00000000   (0)
[0BF1]    00000000   (0)
[0BF2]    00000000   (0)
[0BF3]    00000000   (0)
[0BF4]    00000000   (0)
[0BF5]    00000000   (0)
[0BF6]    00000000   (0)
[0BF7]    00000000   (0)
[0BF8]    00000000   (0)
[0BF9]    00000000   (0)
[0BFA]    00000000   (0)
[0BFB]    00000000   (0)
[0BFC]    00000000   (0)
[0BFD]    00000000   (0)
[0BFE]    00000000   (0)
[0BFF]    00000000   (0)
[0C00]    00000000   (0)
[0C01]    00000000   (0)
[0C02]    00000000   (0)
[0C03]    00000000   (0)
[0C04]    00000000   (0)
[0C05]    00000000   (0)
[0C06]    00000000   (0)
[0C07]    00000000   (0)
[0C08]    00000000   (0)
[0C09]    00000000   (0)
[0C0A]    00000000   (0)
[0C0B]    00000000   (0)
[0C0C]    00000000   (0)
[0C0D]    00000000   (0)
[0C0E]    00000000   (0)
[0C0F]    00000000   (0)
[0C10]    00000000   (0)
[0C11]    00000000   (0)
[0C12]    00000000   (0)
[0C13]    00000000   (0)
[0C14]    00000000   (0)
[0C15]    00000000   (0)
[0C16]    00000000   (0)
[0C17]    00000000   (0)
[0C18]    00000000   (0)
[0C19]    00000000   (0)
[0C1A]    00000000   (0)
[0C1B]    00000000   (0)
[0C1C]    00000000   (0)
[0C1D]    00000000   (0)
[0C1E]    00000000   (0)
[0C1F]    00000000   (0)
[0C20]    00000000   (0)
[0C21]    00000000   (0)
